Name,Value,Timestamp,Step
"f1_score",0.9142857142857144,1766124946314,1
"accuracy",0.9021739130434784,1766124946314,1
"precision",0.8888888888888888,1766124946314,1
"recall",0.9411764705882352,1766124946314,1
"roc_auc",0.8974175035868005,1766124946314,1
